username,date,retweets,favorites,text,hashtags,sentiment
flyorbitnews,2017-04-20 15:37,0,0,Ã #VirginAmerica il cliente di lancio dellâ #A321neo : oggi la prima consegna #Airbus http:// wp.me/p7AKj8-9io,#VirginAmerica #A321neo #Airbus,positive
melwoon,2017-04-20 15:30,0,0,Happy birthday Princess rcorcoochie! #virginamerica #vxforlife â¦ https://www. instagram.com/p/BTHnNReg5mVM Fy52bVw82JpZ7wB5VLp2Zunzb00/ â¦,#virginamerica #vxforlife,positive
TObrazcova,2017-04-20 15:05,0,0,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2oqPra6 â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
TObrazcova,2017-04-20 14:05,0,1,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2oqwip4 â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
TObrazcova,2017-04-20 13:05,0,0,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2oqOChC â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
TObrazcova,2017-04-20 12:04,0,0,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2oqDnpB â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
ttravel_agency,2017-04-20 12:01,0,0,#VirginAmerica receives first A321neo as Alaska mulls future fleet. Read more: http:// owler.us/aczKKG $ VA,#VirginAmerica,neutral
TObrazcova,2017-04-20 12:01,0,0,#Airbus delivers first ever #A321neo to #VirginAmerica . https:// 50skyshades.com/news/manufactu rer/airbus-delivers-first-ever-a321neo-to-virgin-america â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
Aviationizer,2017-04-20 10:56,0,1,#VirginAmerica receives first A321neo as #Alaska mulls future fleet #Airbus http:// aviation.trendolizer.com/2017/04/virgin -america-receives-first-a321neo-as-alaska-mulls-future-fleet.html â¦,#VirginAmerica #Alaska #Airbus,neutral
AviationTribune,2017-04-20 09:47,0,0,Airbus delivers first ever A321neo to Virgin America #VirginAmerica http:// aviationtribune.com/airlines/north -america/airbus-delivers-first-ever-a321neo-virgin-america/ â¦ pic.twitter.com/KQaSOzW3ud,#VirginAmerica,positive
yourexhibitions,2017-04-20 09:15,0,1,@BBCNews #Russian Aeroflot airline accused of 'sex discrimination' #Disgraceful in #2017 #virginamerica #virginatlantic wouldn't do that! pic.twitter.com/gLjI97sqxj,#Russian #Disgraceful #2017 #virginamerica #virginatlantic,positive
flyorbitnews,2017-04-20 08:59,0,0,Ã #VirginAmerica il cliente di lancio dell' #A321neo : oggi la prima consegna http://www. flyorbitnews.com/2017/04/20/a32 1neo-virgin-america-consegna-airbus/ â¦,#VirginAmerica #A321neo,neutral
yourexhibitions,2017-04-20 08:45,0,0,@BBCNews Russia's Aeroflot accused of 'sex discrimination' #Disgraceful in #2017 #thankgod #virginamerica #virginatlantic wouldn't do that! pic.twitter.com/NqlnYRtcoq,#Disgraceful #2017 #thankgod #virginamerica #virginatlantic,neutral
displays4media,2017-04-20 08:35,0,1,Russia's Aeroflot airline accused of 'sex discrimination' #Disgraceful in #2017 #thankgod #virginamerica #virginatlantic wouldn't do that! pic.twitter.com/orjoG2vGvc,#Disgraceful #2017 #thankgod #virginamerica #virginatlantic,positive
displays4media,2017-04-20 08:33,0,1,#Disgraceful in #2017 #thankgod #virginamerica #virginatlantic wouldn't do that. https:// twitter.com/BBCWorld/statu s/855034287187521536 â¦,#Disgraceful #2017 #thankgod #virginamerica #virginatlantic,positive
RealestCoulisse,2017-04-20 03:38,0,2,https:// goo.gl/osvyPa #Bahrain âs GFH Financial announces #investment in the US #realestate market #UAE #DataCenter #invest #virginamerica,#Bahrain #investment #realestate #UAE #DataCenter #invest #virginamerica,neutral
SeattleLeroy,2017-04-19 20:08,1,0,i'm Alaska Gold but #alaskaairlines charges me for flight changes on #virginamerica . That's no way to treat your best customers.,#alaskaairlines #virginamerica,negative
_kustav,2017-04-19 18:07,0,0,Can I get accomadated with in-flight wifi? Would be a big help! #VirginAmerica,#VirginAmerica,positive
_kustav,2017-04-19 17:28,1,1,"Flight is delayed by 4 hours. They are expecting the plane to arrive at 9:25, unboard, board, and depart by 9:59 c'mon #VirginAmerica",#VirginAmerica,negative
ianmsantos,2017-04-19 15:04,0,0,From yesterday. #Sunset #VirginAmerica #VXFLL #VX #FLL #LegallyHigh mojoloving @Fortâ¦ https://www. instagram.com/p/BTE_ikLBjao/,#Sunset #VirginAmerica #VXFLL #VX #FLL #LegallyHigh,neutral
ianmsantos,2017-04-19 15:01,0,0,"Not bad, right? #JetbridgeGoals #VirginAmerica #VXFLL #VX #FLL https://www. instagram.com/p/BTE_LC_hqej/",#JetbridgeGoals #VirginAmerica #VXFLL #VX #FLL,positive
fuller_darrell,2017-04-19 11:21,0,1,Has anyone EVER had a bad experience on #virginamerica ? So impressed. I like #alaskaairlines too. Hope they learn. https:// youtu.be/DtyfiPIHsIg,#virginamerica #alaskaairlines,positive
WEHOstudio,2017-04-18 18:43,0,0,Peaceful. Powerful. Magnificent. Maui. #maui #virginamerica #layover #grateful #peaceful #joy #sea #island #WEHOstudio #soFANCY pic.twitter.com/vYrx5t4RSe,#maui #virginamerica #layover #grateful #peaceful #joy #sea #island #WEHOstudio #soFANCY,positive
QVisionGrafica,2017-04-18 16:10,0,0,How #VirginAtlantic Is Not-So-Silently Mourning the Loss of #VirginAmerica â Adweek http:// ow.ly/28Ig30aXeRT pic.twitter.com/FD0nhbh7Qv,#VirginAtlantic #VirginAmerica,positive
ExtraProMedia,2017-04-17 23:09,0,0,"And it just started working with 20mins of flight time left...smh not my computer, it the #virginamerica wifi",#virginamerica,negative
AirTravellerorg,2017-04-17 23:00,0,0,"#AlaskaAirlines and #VirginAmerica announce new Dallas Love Field flying to Seattle; San Diego; San Jose, California; and Portland, Oregon",#AlaskaAirlines #VirginAmerica,neutral
ExtraProMedia,2017-04-17 22:58,0,0,Just confronted a #VirginAmerica flight attendant about the wifi. She told me it's my computer.,#VirginAmerica,negative
ChadJamesSpeaks,2017-04-17 22:27,0,0,America's Best Airlines 2017 via @forbes http://www. forbes.com/sites/grantmar tin/2017/04/10/americas-best-airlines-2017/#1181b06c1f29 â¦ #VirginAmerica #AlaskaAirlines #BestAirlines,#1181b06c1f29 #VirginAmerica #AlaskaAirlines #BestAirlines,positive
Harryholstrom,2017-04-17 21:14,0,1,However we can't forget #virginamerica is no more and #Ryanair is extremely profitable teaching us something about ourselves we may not like,#virginamerica #Ryanair,neutral
ExtraProMedia,2017-04-17 20:52,1,2,"? the point of payin 4 wifi on a if it's too ? #tidal ur ""downloads"" dnt download & #virginamerica step ur wifi game ppl need 2 work",#tidal #virginamerica,neutral
lwsantiago,2017-04-17 19:38,0,1,#riding that #thang with p.melyy #crewlife #layover when in #Austin #Texas #virginamerica â¦ https://www. instagram.com/p/BTAVPBlAiYh/,#riding #thang #crewlife #layover #Austin #Texas #virginamerica,positive
swexler008,2017-04-17 18:42,0,1,#VirginAmerica ... excellent flight experience. pic.twitter.com/RSXyKfc8Iw,#VirginAmerica,positive
davidjkatz,2017-04-17 11:52,0,0,#CMO #entrepreneur #business #surveymonkey #virginamerica #audible https:// twitter.com/Inc/status/853 980356487380993 â¦,#CMO #entrepreneur #business #surveymonkey #virginamerica #audible,neutral
laptoptravel,2017-04-17 09:45,0,0,#VirginAmerica Fell From Top Airline in Airline Quality Report Who Took Over First Place? http:// bit.ly/2oDypZc pic.twitter.com/ckUus4H3r2,#VirginAmerica,positive
drauh,2017-04-17 08:45,0,0,#JFK #controltower #virginamerica #airport http:// bit.ly/2ppMrPb pic.twitter.com/Tm6zDOsK4e,#JFK #controltower #virginamerica #airport,neutral
WEHOstudio,2017-04-17 03:16,0,6,Virgin America is my spirit animal #virginamerica #spiritanimal #airbus320 #maui #ogg #toy #WEHOstudio #soFANCY pic.twitter.com/8wZeV2zbg8,#virginamerica #spiritanimal #airbus320 #maui #ogg #toy #WEHOstudio #soFANCY,positive
AirTravellerorg,2017-04-17 00:10,0,0,"#AlaskaAirlines and #VirginAmerica announce new Dallas Love Field flying to Seattle; San Diego; San Jose, California; and Portland, Oregon",#AlaskaAirlines #VirginAmerica,neutral
tyecoe,2017-04-16 22:32,0,0,Now #virginamerica done turned the safety instructions into aâ¦ https://www. instagram.com/p/BS-Ea1LAtBb6 pI6COC-GREZtynI0zps3yGSxuE0/ â¦,#virginamerica,positive
lwsantiago,2017-04-16 21:29,0,1,#hoppylife to everyone! From your #virginamerica #crew #crewlife #iamalaska #cheers #latergram â¦ https://www. instagram.com/p/BS99KArglc1/,#hoppylife #virginamerica #crew #crewlife #iamalaska #cheers #latergram,positive
AskMyTravelGuru,2017-04-16 17:50,1,1,Great #Airfare Deals from #VirginAmerica starting at $49 ow http:// bit.ly/2o7UKKW #wanderlust #travel #cheapflights #avgeek pic.twitter.com/cdxU5SHkEu,#Airfare #VirginAmerica #wanderlust #travel #cheapflights #avgeek,neutral
laptoptravel,2017-04-16 17:00,0,0,#VirginAmerica Falls From Top Airline in Airline Quality Report Who Took Over First Place? http:// bit.ly/2oDypZc pic.twitter.com/sDSA9L8Fly,#VirginAmerica,positive
Jdynsadoctor,2017-04-15 20:31,0,1,Virgin America swag ;D #virginamerica #vx #iamalaska #vxdal #passport #vxteam https://www. instagram.com/p/BS7RyGKgLjr/,#virginamerica #vx #iamalaska #vxdal #passport #vxteam,neutral
lakoda7,2017-04-15 19:41,0,0,Homeward bound. #maui #oahu #hawaii #virginamerica aka #alaska layover in la! Wish i could stayâ¦ https://www. instagram.com/p/BS7MCsklewk/,#maui #oahu #hawaii #virginamerica #alaska,neutral
AskMyTravelGuru,2017-04-15 12:24,1,2,Great #Airfare Deals from #VirginAmerica starting at $49 ow http:// bit.ly/2o7UKKW #wanderlust #travel #cheapflights #avgeek pic.twitter.com/1TtsXKP92v,#Airfare #VirginAmerica #wanderlust #travel #cheapflights #avgeek,neutral
AskMyTravelGuru,2017-04-15 10:28,0,0,Fly #AlaskaAirlines#/ #VirginAmerica from #Dallas to #NewYorkCity starting at $162 round-trip. http:// bit.ly/2pmlp8k #cheapflights pic.twitter.com/GKqqkIt20a,#AlaskaAirlines # #VirginAmerica #Dallas #NewYorkCity #cheapflights,neutral
Continental1K,2017-04-15 07:47,0,0,"#OpEd : Let @richardbranson (founder of #VirginAmerica , #VX ) kill #United . #UnitedAirlinesAssault #airlines http://www. latimes.com/opinion/op-ed/ la-oe-welch-united-competition-20170413-story.html â¦",#OpEd #VirginAmerica #VX #United #UnitedAirlinesAssault #airlines,neutral
AskMyTravelGuru,2017-04-15 02:17,0,0,Fly #VirginAmerica from #Boston to #Maui starting at $740 rt http:// bit.ly/2pi2v2u #hawaii #cheapflights #travel #avgeek pic.twitter.com/4d5a5SQ6TV,#VirginAmerica #Boston #Maui #hawaii #cheapflights #travel #avgeek,neutral
kassahomes,2017-04-15 01:45,0,0,Travel Time #travel #lax #virginamerica #flight #kassahomes https://www. instagram.com/p/BS5I-Mwli3s/,#travel #lax #virginamerica #flight #kassahomes,neutral
helenadine,2017-04-15 00:15,0,0,#Alaskaairlines #alaskaair #virginamerica please help! My mom left her kindle on #flight2618 on 4/13!,#Alaskaairlines #alaskaair #virginamerica #flight2618,neutral
ianmsantos,2017-04-14 21:21,0,0,#WorkWife #VirginAmerica #VXFLL #VX #FLL @virginamerica @Fort Lauderdale-Hollywoodâ¦ https://www. instagram.com/p/BS4ytSOB9dk/,#WorkWife #VirginAmerica #VXFLL #VX #FLL,positive
ThomasinSF,2017-04-14 20:15,0,0,Freddie looks ready to go! #palmsprings #virginamerica â¦ https://www. instagram.com/p/BS4rJ5bDdnnF bn7hHCnpPe7yEUEWeXtQxqmlZg0/ â¦,#palmsprings #virginamerica,positive
AskMyTravelGuru,2017-04-14 15:15,1,0,Great #Airfare Deals from #VirginAmerica starting at $49 ow http:// bit.ly/2o7UKKW #wanderlust #travel #cheapflights #avgeek pic.twitter.com/8QPEgVk62q,#Airfare #VirginAmerica #wanderlust #travel #cheapflights #avgeek,neutral
Bonucchi77,2017-04-14 09:58,0,0,How does 1 start #vaca ? Window seat & empty middle seat. Thank you #virginamerica . #CaliBound #familytime,#vaca #virginamerica #CaliBound #familytime,positive
WEHOstudio,2017-04-14 03:11,1,2,Thanks for the ride @virginamerica and the #view #mountains #snow #engine #cherryred #vegas #lax #love #virginamerica #WEHOstudio #soFANCY pic.twitter.com/j3lkCxokxa,#view #mountains #snow #engine #cherryred #vegas #lax #love #virginamerica #WEHOstudio #soFANCY,positive
aznjaxz,2017-04-14 02:01,0,2,"I don't travel as often as I like, but next time I'm not going to put my trust in @VirginAmerica #virginamerica flight vx0413. #accountable",#virginamerica #accountable,neutral
kalideebo43,2017-04-13 23:18,0,0,Good read #safetyfirst #travelingman #musiclife #virginamerica @Virgin America LAX https://www. instagram.com/p/BS2bOa_DbqG/,#safetyfirst #travelingman #musiclife #virginamerica,positive
aznjaxz,2017-04-13 20:17,0,0,@VirginAmerica #virginamerica now I lost my ride to Coachella.... Flight vx0413 delayed and customer service radio silence,#virginamerica,negative
aznjaxz,2017-04-13 20:16,0,0,Stuck at the airport for 5 hrs for some mysterious delays @VirginAmerica #virginamerica flight vx0413.,#virginamerica,negative
careersingov,2017-04-13 17:30,10,7,Leadership lessons from Richard Branson to Virgin America http://www. cnbc.com/2017/03/24/3-l eadership-lessons-from-richard-bransons-goodbye-to-virgin-america.html â¦ #entrepreneur #richardbranson #virginamerica @Virgin,#entrepreneur #richardbranson #virginamerica,positive
BjadkinsII,2017-04-13 16:53,1,3,"While passing thru DCA, great 2 be able to welcome 25 World War II veterans into Reagan National. Heroes! #WWII #virginamerica #honorflight pic.twitter.com/x0FQHePv43",#WWII #virginamerica #honorflight,positive
achrelle,2017-04-13 14:33,0,0,#RichardBranson Nailed It!!! #VirginAmerica #GoAboveAndBeyong #CEOchick #ChefToTheStars http:// fb.me/2nsvfSurU,#RichardBranson #VirginAmerica #GoAboveAndBeyong #CEOchick #ChefToTheStars,positive
MagumaUsagi,2017-04-13 14:07,0,0,@DJ_Azure and I are off to #Sakuracon2017 !!! Flying #VirginAmerica in styyyyle~ https://www. instagram.com/p/BS1cNQkgbso/,#Sakuracon2017 #VirginAmerica,neutral
1TravelNews,2017-04-13 10:54,0,0,Alaska Airlines and Virgin America Announce New Dallas Love Field Routes to Se.. http:// bit.ly/2ovCBdk #TravelRoutes #VirginAmerica,#TravelRoutes #VirginAmerica,neutral
MiissBiianca,2017-04-13 06:37,0,0,"So if ur flying #jetblue, #spiritairlines , #allegiant , #copa , #virginamerica .. The power is not on for security checkpoint..",#jetblue #spiritairlines #allegiant #copa #virginamerica,positive
vegascowboysfan,2017-04-13 05:29,0,1,"@united luckily I fly #alaskaairlines #virginamerica and not your garbage and I never, ever, ever will. #fuckunitedairlines pic.twitter.com/8nhY8Jk3eo",#alaskaairlines #virginamerica #fuckunitedairlines,positive
Road2Navagio,2017-04-13 02:43,0,0,Airlines trying to piss off everyone this week..getting my flight rerouted before I'm flying is less than good news #virginamerica,#virginamerica,negative
AskMyTravelGuru,2017-04-13 02:17,1,1,Great #Airfare Deals from #VirginAmerica starting at $49 ow http:// bit.ly/2o7UKKW #wanderlust #travel #cheapflights #avgeek pic.twitter.com/4K3RhnJPVg,#Airfare #VirginAmerica #wanderlust #travel #cheapflights #avgeek,neutral
Jstylz79,2017-04-12 23:30,0,0,Touchdown Dallas. #dallas #airplane #virginamerica #skyview @Dallas Love Field (DAL) https://www. instagram.com/p/BSz32JUB17w/,#dallas #airplane #virginamerica #skyview,positive
LolaCatero,2017-04-12 22:54,0,1,Another #PPC #ad goodie by @VirginAmerica . Really accentuates their feel-good vibes. #RestInParadise #VirginAmerica #PPCad #marketing pic.twitter.com/oMyPuhTFtm,#PPC #ad #RestInParadise #VirginAmerica #PPCad #marketing,positive
Picklebunny,2017-04-12 21:58,0,0,Haven't been on a United Airliner in over 10 years. They are abysmal. Fly Virgin America whenever you can. #virginamerica #virginairlines,#virginamerica #virginairlines,positive
ctrochanowski,2017-04-12 21:03,0,0,I got my $500 airline credit from United in January bc they were overbooked.... you think they'll exchange for cash now? LOL #VirginAmerica,#VirginAmerica,neutral
lvdrew9,2017-04-12 20:23,0,0,Well #virginamerica asked if anyone would take a later flight and I was the 1st to go ahead andâ¦ https://www. instagram.com/p/BSzibvRgCwX/,#virginamerica,negative
theAndyCrown,2017-04-12 19:55,0,1,UAL just lost 30 years loyalty. Wanna swap miles? #UnitedAirlines #AmericanAirlines #JetBlue #alaskaairlines #deltaairlines #virginamerica,#UnitedAirlines #AmericanAirlines #JetBlue #alaskaairlines #deltaairlines #virginamerica,negative
AskMyTravelGuru,2017-04-12 19:21,0,0,Fly #VirginAmerica from #Boston to #Maui starting at $740 rt http:// bit.ly/2o82Hj0 #hawaii #cheapflights #travel #avgeek pic.twitter.com/pJTbe29zJS,#VirginAmerica #Boston #Maui #hawaii #cheapflights #travel #avgeek,neutral
AskMyTravelGuru,2017-04-12 19:03,3,2,Great #Airfare Deals from #VirginAmerica starting at $49 ow http:// bit.ly/2o7UKKW #wanderlust #travel #cheapflights #avgeek pic.twitter.com/h4jsuHyBnk,#Airfare #VirginAmerica #wanderlust #travel #cheapflights #avgeek,neutral
lwsantiago,2017-04-12 17:53,0,0,#crewfie #crewlife #layover in #Denver #Colorado #bbq #lunch #virginamerica #iamalaska â¦ https://www. instagram.com/p/BSzRPUWg0XV/,#crewfie #crewlife #layover #Denver #Colorado #bbq #lunch #virginamerica #iamalaska,neutral
ttravel_agency,2017-04-12 14:32,0,0,Alaska Air : Airlines and #VirginAmerica announce new Dallas Love Field flying to Seattle; Sa... Read more: http:// owler.us/acxk4Y $ VA,#VirginAmerica,neutral
ttravel_agency,2017-04-12 14:30,0,0,"BRIEF-Alaska Airlines, #VirginAmerica announce new Dallas Love Field flying to 5 destinations. Read more: http:// owler.us/acxlc4 $ VA",#VirginAmerica,neutral
88Keezer,2017-04-12 09:54,0,1,On our way to NYC! with @gillianmargot ( @gillianmargot ) #VirginAmerica #NotUnited @Virginâ¦ https://www. instagram.com/p/BSyaZSzjbS5/,#VirginAmerica #NotUnited,neutral
Poemo_Agenda,2017-04-12 09:19,0,3,Costumes/lightsabers stowed & ready for departure. #SWCO #virginamerica pic.twitter.com/25umggWw30 â bei San Francisco International Airport (SFO),#SWCO #virginamerica,neutral
Lainey_O,2017-04-12 09:13,0,0,Up in the air. #travel #virginamerica #lax @Virgin America Loft https://www. instagram.com/p/BSyVxViBVzF/,#travel #virginamerica #lax,neutral
